input_idx,layer_name,layer_type,op_type,M,K,P,input_sparsity,output_sparsity,weight_sparsity,input_shape,output_shape,model_name
3,random_layer_10,Conv2d,MM,64,256,256,0.7842,0.1474,0.4302,"(1, 256)","(1, 256)",variable_random
3,random_layer_11,Linear,MM,256,1024,512,0.1137,0.6947,0.569,"(1, 1024)","(1, 512)",variable_random
3,random_layer_12,Conv2d,MM,1024,512,128,0.4231,0.6915,0.2471,"(1, 512)","(1, 128)",variable_random
3,random_layer_13,Linear,MM,32,64,64,0.6373,0.0127,0.6374,"(1, 64)","(1, 64)",variable_random
3,random_layer_14,Conv2d,MM,1024,128,256,0.1824,0.0078,0.6615,"(1, 128)","(1, 256)",variable_random
3,random_layer_15,Conv2d,MM,1024,256,64,0.2539,0.0549,0.5322,"(1, 256)","(1, 64)",variable_random
3,random_layer_16,Linear,MM,128,256,512,0.0,0.5044,0.1473,"(1, 256)","(1, 512)",variable_random
3,random_layer_17,Conv2d,MM,256,128,128,0.4192,0.0299,0.8239,"(1, 128)","(1, 128)",variable_random
3,random_layer_18,Linear,MM,256,256,32,0.0,0.6768,0.093,"(1, 256)","(1, 32)",variable_random
3,random_layer_19,Linear,MM,32,1024,128,0.5064,0.371,0.0995,"(1, 1024)","(1, 128)",variable_random
4,random_layer_0,Conv2d,MM,128,1024,256,0.1268,0.6014,0.8552,"(1, 1024)","(1, 256)",variable_random
4,random_layer_1,Linear,MM,256,128,512,0.5632,0.4716,0.7489,"(1, 128)","(1, 512)",variable_random
4,random_layer_2,Linear,MM,2048,32,512,0.3792,0.6405,0.2841,"(1, 32)","(1, 512)",variable_random
4,random_layer_3,Linear,MM,512,64,128,0.5333,0.0185,0.5997,"(1, 64)","(1, 128)",variable_random
4,random_layer_4,Conv2d,MM,512,1024,256,0.0996,0.5755,0.2756,"(1, 1024)","(1, 256)",variable_random
4,random_layer_5,Conv2d,MM,512,256,256,0.6434,0.0795,0.2551,"(1, 256)","(1, 256)",variable_random
4,random_layer_6,Linear,MM,512,1024,256,0.1158,0.1154,0.7518,"(1, 1024)","(1, 256)",variable_random
4,random_layer_7,Linear,MM,64,512,128,0.2638,0.0525,0.3245,"(1, 512)","(1, 128)",variable_random
4,random_layer_8,Linear,MM,128,128,64,0.0955,0.15,0.4607,"(1, 128)","(1, 64)",variable_random
4,random_layer_9,Linear,MM,512,32,128,0.0,0.4145,0.8448,"(1, 32)","(1, 128)",variable_random
4,random_layer_10,Linear,MM,32,256,32,0.4017,0.1059,0.0883,"(1, 256)","(1, 32)",variable_random
4,random_layer_11,Linear,MM,2048,256,64,0.0213,0.018,0.2248,"(1, 256)","(1, 64)",variable_random
4,random_layer_12,Conv2d,MM,512,64,64,0.1935,0.1093,0.2159,"(1, 64)","(1, 64)",variable_random
4,random_layer_13,Linear,MM,128,1024,32,0.1275,0.5949,0.2054,"(1, 1024)","(1, 32)",variable_random
4,random_layer_14,Linear,MM,1024,512,256,0.4214,0.3596,0.8121,"(1, 512)","(1, 256)",variable_random
4,random_layer_15,Conv2d,MM,2048,512,32,0.4502,0.5342,0.1059,"(1, 512)","(1, 32)",variable_random
4,random_layer_16,Linear,MM,1024,64,32,0.8062,0.566,0.7332,"(1, 64)","(1, 32)",variable_random
4,random_layer_17,Linear,MM,2048,1024,64,0.5647,0.1075,0.5658,"(1, 1024)","(1, 64)",variable_random
4,random_layer_18,Linear,MM,32,256,32,0.0156,0.0388,0.0619,"(1, 256)","(1, 32)",variable_random
4,random_layer_19,Conv2d,MM,512,128,512,0.0,0.4288,0.1377,"(1, 128)","(1, 512)",variable_random
5,random_layer_0,Conv2d,MM,64,128,64,0.277,0.3786,0.7522,"(1, 128)","(1, 64)",variable_random
5,random_layer_1,Conv2d,MM,128,512,512,0.5566,0.1485,0.9485,"(1, 512)","(1, 512)",variable_random
5,random_layer_2,Conv2d,MM,32,256,512,0.1342,0.0926,0.5381,"(1, 256)","(1, 512)",variable_random
5,random_layer_3,Linear,MM,512,256,256,0.0594,0.125,0.4459,"(1, 256)","(1, 256)",variable_random
5,random_layer_4,Conv2d,MM,2048,512,32,0.1587,0.4397,0.3822,"(1, 512)","(1, 32)",variable_random
5,random_layer_5,Conv2d,MM,64,512,32,0.4065,0.6982,0.1543,"(1, 512)","(1, 32)",variable_random
5,random_layer_6,Linear,MM,128,32,64,0.6535,0.377,0.4096,"(1, 32)","(1, 64)",variable_random
5,random_layer_7,Linear,MM,128,128,128,0.4987,0.4431,0.401,"(1, 128)","(1, 128)",variable_random
5,random_layer_8,Conv2d,MM,64,32,512,0.5861,0.5511,0.7375,"(1, 32)","(1, 512)",variable_random
5,random_layer_9,Conv2d,MM,2048,128,64,0.734,0.0927,0.6106,"(1, 128)","(1, 64)",variable_random
5,random_layer_10,Conv2d,MM,128,1024,512,0.0,0.4863,0.6385,"(1, 1024)","(1, 512)",variable_random
5,random_layer_11,Linear,MM,1024,128,256,0.4834,0.3966,0.8456,"(1, 128)","(1, 256)",variable_random
5,random_layer_12,Linear,MM,128,128,512,0.6988,0.642,0.1228,"(1, 128)","(1, 512)",variable_random
5,random_layer_13,Linear,MM,2048,256,512,0.7108,0.0304,0.2883,"(1, 256)","(1, 512)",variable_random
5,random_layer_14,Linear,MM,1024,32,32,0.0063,0.4462,0.5427,"(1, 32)","(1, 32)",variable_random
5,random_layer_15,Conv2d,MM,256,32,32,0.5053,0.1238,0.9273,"(1, 32)","(1, 32)",variable_random
5,random_layer_16,Conv2d,MM,256,256,64,0.0889,0.0779,0.9177,"(1, 256)","(1, 64)",variable_random
5,random_layer_17,Conv2d,MM,128,32,32,0.0607,0.1174,0.6249,"(1, 32)","(1, 32)",variable_random
5,random_layer_18,Linear,MM,64,64,256,0.1599,0.1164,0.8511,"(1, 64)","(1, 256)",variable_random
5,random_layer_19,Conv2d,MM,1024,1024,64,0.1958,0.0119,0.3463,"(1, 1024)","(1, 64)",variable_random
6,random_layer_0,Linear,MM,1024,1024,128,0.0781,0.5436,0.3407,"(1, 1024)","(1, 128)",variable_random
6,random_layer_1,Linear,MM,512,32,256,0.5528,0.0494,0.6834,"(1, 32)","(1, 256)",variable_random
6,random_layer_2,Conv2d,MM,256,64,32,0.2346,0.0172,0.6977,"(1, 64)","(1, 32)",variable_random
6,random_layer_3,Linear,MM,64,256,32,0.0044,0.1129,0.0121,"(1, 256)","(1, 32)",variable_random
6,random_layer_4,Conv2d,MM,1024,256,256,0.1517,0.6942,0.7353,"(1, 256)","(1, 256)",variable_random
6,random_layer_5,Conv2d,MM,128,256,512,0.837,0.575,0.7742,"(1, 256)","(1, 512)",variable_random
6,random_layer_6,Linear,MM,32,64,64,0.7547,0.0219,0.8091,"(1, 64)","(1, 64)",variable_random
6,random_layer_7,Conv2d,MM,64,512,512,0.0,0.0224,0.599,"(1, 512)","(1, 512)",variable_random
6,random_layer_8,Conv2d,MM,32,1024,256,0.1586,0.3662,0.0926,"(1, 1024)","(1, 256)",variable_random
6,random_layer_9,Conv2d,MM,32,32,32,0.3926,0.654,0.6112,"(1, 32)","(1, 32)",variable_random
6,random_layer_10,Conv2d,MM,64,32,256,0.6793,0.6813,0.4989,"(1, 32)","(1, 256)",variable_random
6,random_layer_11,Conv2d,MM,64,512,512,0.7237,0.1267,0.5227,"(1, 512)","(1, 512)",variable_random
6,random_layer_12,Linear,MM,32,1024,128,0.4878,0.1019,0.3402,"(1, 1024)","(1, 128)",variable_random
6,random_layer_13,Conv2d,MM,512,64,512,0.1867,0.3518,0.1478,"(1, 64)","(1, 512)",variable_random
6,random_layer_14,Linear,MM,32,512,128,0.465,0.6025,0.0173,"(1, 512)","(1, 128)",variable_random
6,random_layer_15,Linear,MM,256,128,32,0.5667,0.0694,0.3424,"(1, 128)","(1, 32)",variable_random
6,random_layer_16,Linear,MM,64,256,128,0.3815,0.113,0.52,"(1, 256)","(1, 128)",variable_random
6,random_layer_17,Conv2d,MM,64,128,64,0.1692,0.6799,0.148,"(1, 128)","(1, 64)",variable_random
6,random_layer_18,Conv2d,MM,1024,256,32,0.5996,0.5392,0.0691,"(1, 256)","(1, 32)",variable_random
6,random_layer_19,Linear,MM,64,128,256,0.3396,0.4227,0.579,"(1, 128)","(1, 256)",variable_random
7,random_layer_0,Conv2d,MM,64,128,128,0.1912,0.3889,0.7253,"(1, 128)","(1, 128)",variable_random
7,random_layer_1,Conv2d,MM,2048,32,256,0.3606,0.6203,0.2537,"(1, 32)","(1, 256)",variable_random
7,random_layer_2,Linear,MM,64,128,128,0.7254,0.5383,0.496,"(1, 128)","(1, 128)",variable_random
7,random_layer_3,Linear,MM,512,32,512,0.7021,0.3227,0.8071,"(1, 32)","(1, 512)",variable_random
7,random_layer_4,Linear,MM,64,32,64,0.1976,0.1218,0.5135,"(1, 32)","(1, 64)",variable_random
7,random_layer_5,Linear,MM,128,512,32,0.1123,0.0966,0.7647,"(1, 512)","(1, 32)",variable_random
7,random_layer_6,Conv2d,MM,512,1024,512,0.3064,0.6498,0.3344,"(1, 1024)","(1, 512)",variable_random
7,random_layer_7,Linear,MM,64,1024,256,0.5198,0.0029,0.5636,"(1, 1024)","(1, 256)",variable_random
7,random_layer_8,Linear,MM,128,32,128,0.1124,0.042,0.2653,"(1, 32)","(1, 128)",variable_random
7,random_layer_9,Conv2d,MM,128,128,128,0.3121,0.0712,0.8294,"(1, 128)","(1, 128)",variable_random
7,random_layer_10,Conv2d,MM,32,32,64,0.0,0.1064,0.3378,"(1, 32)","(1, 64)",variable_random
7,random_layer_11,Linear,MM,64,128,256,0.3485,0.0815,0.8777,"(1, 128)","(1, 256)",variable_random
7,random_layer_12,Linear,MM,1024,256,256,0.0683,0.3736,0.9174,"(1, 256)","(1, 256)",variable_random
7,random_layer_13,Linear,MM,1024,64,128,0.3947,0.1083,0.466,"(1, 64)","(1, 128)",variable_random
7,random_layer_14,Conv2d,MM,1024,128,32,0.1201,0.4432,0.041,"(1, 128)","(1, 32)",variable_random
7,random_layer_15,Conv2d,MM,32,1024,512,0.5752,0.4142,0.1331,"(1, 1024)","(1, 512)",variable_random
7,random_layer_16,Conv2d,MM,256,32,512,0.4608,0.3971,0.297,"(1, 32)","(1, 512)",variable_random
7,random_layer_17,Linear,MM,512,512,512,0.404,0.6295,0.3228,"(1, 512)","(1, 512)",variable_random
7,random_layer_18,Conv2d,MM,128,256,256,0.7449,0.1066,0.7909,"(1, 256)","(1, 256)",variable_random
7,random_layer_19,Linear,MM,32,1024,128,0.0,0.4974,0.5468,"(1, 1024)","(1, 128)",variable_random
8,random_layer_0,Linear,MM,2048,256,64,0.0,0.0905,0.1264,"(1, 256)","(1, 64)",variable_random
8,random_layer_1,Linear,MM,256,64,512,0.1381,0.4738,0.6553,"(1, 64)","(1, 512)",variable_random
8,random_layer_2,Linear,MM,256,128,64,0.6236,0.1189,0.168,"(1, 128)","(1, 64)",variable_random
8,random_layer_3,Linear,MM,512,1024,64,0.0739,0.1179,0.6756,"(1, 1024)","(1, 64)",variable_random
8,random_layer_4,Conv2d,MM,32,64,256,0.1778,0.5048,0.9128,"(1, 64)","(1, 256)",variable_random
8,random_layer_5,Conv2d,MM,512,64,32,0.484,0.5218,0.5246,"(1, 64)","(1, 32)",variable_random
8,random_layer_6,Linear,MM,1024,128,256,0.7812,0.3222,0.3178,"(1, 128)","(1, 256)",variable_random
8,random_layer_7,Conv2d,MM,256,32,256,0.5628,0.113,0.421,"(1, 32)","(1, 256)",variable_random
8,random_layer_8,Linear,MM,1024,1024,128,0.3839,0.4555,0.597,"(1, 1024)","(1, 128)",variable_random
8,random_layer_9,Linear,MM,128,1024,32,0.6416,0.4089,0.5356,"(1, 1024)","(1, 32)",variable_random
8,random_layer_10,Linear,MM,64,64,128,0.6975,0.6775,0.1322,"(1, 64)","(1, 128)",variable_random
8,random_layer_11,Conv2d,MM,128,512,32,0.8478,0.3277,0.2167,"(1, 512)","(1, 32)",variable_random
8,random_layer_12,Conv2d,MM,256,32,64,0.156,0.4577,0.3549,"(1, 32)","(1, 64)",variable_random
8,random_layer_13,Conv2d,MM,2048,32,128,0.3818,0.4285,0.9304,"(1, 32)","(1, 128)",variable_random
8,random_layer_14,Conv2d,MM,32,256,512,0.5797,0.6246,0.7628,"(1, 256)","(1, 512)",variable_random
8,random_layer_15,Linear,MM,2048,64,32,0.6059,0.1434,0.2078,"(1, 64)","(1, 32)",variable_random
8,random_layer_16,Linear,MM,2048,128,128,0.0,0.057,0.7224,"(1, 128)","(1, 128)",variable_random
8,random_layer_17,Linear,MM,512,32,64,0.0854,0.1362,0.498,"(1, 32)","(1, 64)",variable_random
8,random_layer_18,Conv2d,MM,64,512,256,0.1119,0.116,0.0885,"(1, 512)","(1, 256)",variable_random
8,random_layer_19,Linear,MM,256,32,128,0.0,0.0133,0.8659,"(1, 32)","(1, 128)",variable_random
9,random_layer_0,Linear,MM,1024,128,512,0.0,0.1308,0.8801,"(1, 128)","(1, 512)",variable_random
9,random_layer_1,Conv2d,MM,2048,1024,128,0.0,0.4093,0.3649,"(1, 1024)","(1, 128)",variable_random
9,random_layer_2,Linear,MM,128,256,64,0.3143,0.4569,0.1286,"(1, 256)","(1, 64)",variable_random
9,random_layer_3,Conv2d,MM,2048,128,512,0.5344,0.5471,0.328,"(1, 128)","(1, 512)",variable_random
9,random_layer_4,Conv2d,MM,32,64,256,0.4286,0.0054,0.5735,"(1, 64)","(1, 256)",variable_random
9,random_layer_5,Conv2d,MM,128,1024,128,0.0856,0.3845,0.6924,"(1, 1024)","(1, 128)",variable_random
9,random_layer_6,Conv2d,MM,256,64,64,0.5037,0.0705,0.8305,"(1, 64)","(1, 64)",variable_random
9,random_layer_7,Conv2d,MM,64,1024,64,0.3398,0.1132,0.7359,"(1, 1024)","(1, 64)",variable_random
9,random_layer_8,Conv2d,MM,32,64,512,0.1378,0.5752,0.1866,"(1, 64)","(1, 512)",variable_random
9,random_layer_9,Conv2d,MM,256,128,512,0.6498,0.0019,0.6096,"(1, 128)","(1, 512)",variable_random
9,random_layer_10,Linear,MM,2048,512,32,0.0795,0.4239,0.2813,"(1, 512)","(1, 32)",variable_random
9,random_layer_11,Conv2d,MM,64,32,512,0.6125,0.1017,0.2778,"(1, 32)","(1, 512)",variable_random
9,random_layer_12,Linear,MM,32,512,64,0.0527,0.3671,0.3381,"(1, 512)","(1, 64)",variable_random
9,random_layer_13,Conv2d,MM,256,512,128,0.4747,0.0428,0.8873,"(1, 512)","(1, 128)",variable_random
9,random_layer_14,Linear,MM,512,64,128,0.0,0.0155,0.5583,"(1, 64)","(1, 128)",variable_random
9,random_layer_15,Conv2d,MM,128,256,32,0.3528,0.4613,0.6175,"(1, 256)","(1, 32)",variable_random
9,random_layer_16,Linear,MM,256,512,32,0.5204,0.6541,0.3863,"(1, 512)","(1, 32)",variable_random
9,random_layer_17,Linear,MM,32,512,128,0.6672,0.3333,0.2327,"(1, 512)","(1, 128)",variable_random
9,random_layer_18,Linear,MM,128,1024,512,0.2796,0.5945,0.0897,"(1, 1024)","(1, 512)",variable_random
9,random_layer_19,Linear,MM,256,1024,128,0.5689,0.1421,0.7189,"(1, 1024)","(1, 128)",variable_random
10,random_layer_0,Conv2d,MM,256,256,512,0.0,0.0038,0.1948,"(1, 256)","(1, 512)",variable_random
10,random_layer_1,Linear,MM,256,32,256,0.0,0.0491,0.6153,"(1, 32)","(1, 256)",variable_random
10,random_layer_2,Conv2d,MM,2048,32,256,0.0026,0.6773,0.9476,"(1, 32)","(1, 256)",variable_random
10,random_layer_3,Linear,MM,128,256,64,0.7989,0.0117,0.8129,"(1, 256)","(1, 64)",variable_random
10,random_layer_4,Linear,MM,512,64,64,0.0,0.0906,0.6191,"(1, 64)","(1, 64)",variable_random
10,random_layer_5,Conv2d,MM,64,1024,256,0.296,0.0676,0.9176,"(1, 1024)","(1, 256)",variable_random
10,random_layer_6,Conv2d,MM,512,128,256,0.0889,0.4439,0.565,"(1, 128)","(1, 256)",variable_random
10,random_layer_7,Conv2d,MM,1024,1024,256,0.4661,0.6679,0.4281,"(1, 1024)","(1, 256)",variable_random
10,random_layer_8,Linear,MM,256,512,256,0.5706,0.6924,0.8614,"(1, 512)","(1, 256)",variable_random
10,random_layer_9,Conv2d,MM,32,32,32,0.779,0.1379,0.2883,"(1, 32)","(1, 32)",variable_random
10,random_layer_10,Conv2d,MM,32,32,256,0.3383,0.0234,0.7242,"(1, 32)","(1, 256)",variable_random
10,random_layer_11,Conv2d,MM,32,512,256,0.1212,0.0121,0.3899,"(1, 512)","(1, 256)",variable_random
10,random_layer_12,Conv2d,MM,512,256,32,0.0471,0.1177,0.1517,"(1, 256)","(1, 32)",variable_random
10,random_layer_13,Conv2d,MM,128,1024,128,0.2771,0.1213,0.0114,"(1, 1024)","(1, 128)",variable_random
10,random_layer_14,Linear,MM,512,32,64,0.2431,0.0797,0.3065,"(1, 32)","(1, 64)",variable_random
10,random_layer_15,Conv2d,MM,256,256,64,0.0,0.5866,0.4328,"(1, 256)","(1, 64)",variable_random
10,random_layer_16,Linear,MM,256,64,128,0.6086,0.0833,0.2254,"(1, 64)","(1, 128)",variable_random
10,random_layer_17,Conv2d,MM,32,128,32,0.2542,0.0859,0.3985,"(1, 128)","(1, 32)",variable_random
10,random_layer_18,Conv2d,MM,32,32,32,0.176,0.5054,0.1366,"(1, 32)","(1, 32)",variable_random
10,random_layer_19,Linear,MM,1024,256,128,0.4172,0.0519,0.1485,"(1, 256)","(1, 128)",variable_random
11,random_layer_0,Conv2d,MM,64,1024,256,0.0,0.0027,0.3033,"(1, 1024)","(1, 256)",variable_random
11,random_layer_1,Linear,MM,512,128,32,0.0,0.0826,0.2214,"(1, 128)","(1, 32)",variable_random
11,random_layer_2,Conv2d,MM,32,128,64,0.2052,0.1271,0.6645,"(1, 128)","(1, 64)",variable_random
11,random_layer_3,Conv2d,MM,64,64,64,0.201,0.6591,0.0457,"(1, 64)","(1, 64)",variable_random
11,random_layer_4,Linear,MM,1024,256,512,0.8249,0.0587,0.1307,"(1, 256)","(1, 512)",variable_random
11,random_layer_5,Linear,MM,2048,32,512,0.1978,0.093,0.6166,"(1, 32)","(1, 512)",variable_random
11,random_layer_6,Linear,MM,64,64,32,0.0,0.5845,0.6989,"(1, 64)","(1, 32)",variable_random
11,random_layer_7,Conv2d,MM,1024,256,128,0.4816,0.516,0.8117,"(1, 256)","(1, 128)",variable_random
11,random_layer_8,Conv2d,MM,256,128,512,0.345,0.1437,0.5185,"(1, 128)","(1, 512)",variable_random
11,random_layer_9,Linear,MM,32,128,64,0.0529,0.5212,0.6647,"(1, 128)","(1, 64)",variable_random
11,random_layer_10,Conv2d,MM,128,64,128,0.5036,0.4492,0.1937,"(1, 64)","(1, 128)",variable_random
11,random_layer_11,Conv2d,MM,512,256,512,0.3157,0.0876,0.5989,"(1, 256)","(1, 512)",variable_random
11,random_layer_12,Linear,MM,2048,256,32,0.0394,0.5892,0.1798,"(1, 256)","(1, 32)",variable_random
11,random_layer_13,Linear,MM,512,128,32,0.6716,0.556,0.1949,"(1, 128)","(1, 32)",variable_random
11,random_layer_14,Linear,MM,512,512,256,0.6477,0.1023,0.7061,"(1, 512)","(1, 256)",variable_random
11,random_layer_15,Conv2d,MM,512,1024,256,0.0463,0.1452,0.6127,"(1, 1024)","(1, 256)",variable_random
11,random_layer_16,Conv2d,MM,32,1024,128,0.3601,0.5892,0.4583,"(1, 1024)","(1, 128)",variable_random
11,random_layer_17,Conv2d,MM,256,128,128,0.7632,0.5751,0.6573,"(1, 128)","(1, 128)",variable_random
