input_idx,layer_name,layer_type,op_type,M,K,P,input_sparsity,output_sparsity,weight_sparsity,input_shape,output_shape,model_name
2,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9562,0.0675,-0.0155,"(1, 2048)","(1, 128)",gcn_synthetic
2,gcn.transform_3,Linear,MM,2048,128,64,0.0388,0.4717,0.5159,"(1, 128)","(1, 64)",gcn_synthetic
2,gcn.aggregate_4,Linear,MM,2048,2048,64,0.8144,0.0885,0.0283,"(1, 2048)","(1, 64)",gcn_synthetic
2,gcn.output,Linear,MM,2048,64,7,0.3048,0.0594,0.7161,"(1, 64)","(1, 7)",gcn_synthetic
3,gcn.aggregate_1,Linear,MM,2048,2048,128,0.8835,0.0159,0.0094,"(1, 2048)","(1, 128)",gcn_synthetic
3,gcn.transform_1,Linear,MM,2048,128,256,0.0638,0.5076,-0.0166,"(1, 128)","(1, 256)",gcn_synthetic
3,gcn.aggregate_2,Linear,MM,2048,2048,256,0.8832,0.0389,-0.0081,"(1, 2048)","(1, 256)",gcn_synthetic
3,gcn.transform_2,Linear,MM,2048,256,128,0.3914,0.4195,0.2975,"(1, 256)","(1, 128)",gcn_synthetic
3,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9634,0.0995,0.0251,"(1, 2048)","(1, 128)",gcn_synthetic
3,gcn.transform_3,Linear,MM,2048,128,64,0.1186,0.5075,0.4862,"(1, 128)","(1, 64)",gcn_synthetic
3,gcn.aggregate_4,Linear,MM,2048,2048,64,0.8227,0.0399,-0.0146,"(1, 2048)","(1, 64)",gcn_synthetic
3,gcn.output,Linear,MM,2048,64,7,0.4539,0.0667,0.6757,"(1, 64)","(1, 7)",gcn_synthetic
4,gcn.aggregate_1,Linear,MM,2048,2048,128,0.8159,0.0131,0.023,"(1, 2048)","(1, 128)",gcn_synthetic
4,gcn.transform_1,Linear,MM,2048,128,256,0.1693,0.466,-0.0253,"(1, 128)","(1, 256)",gcn_synthetic
4,gcn.aggregate_2,Linear,MM,2048,2048,256,0.9282,0.0385,-0.0217,"(1, 2048)","(1, 256)",gcn_synthetic
4,gcn.transform_2,Linear,MM,2048,256,128,0.3513,0.5487,0.2727,"(1, 256)","(1, 128)",gcn_synthetic
4,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9305,0.0552,0.0142,"(1, 2048)","(1, 128)",gcn_synthetic
4,gcn.transform_3,Linear,MM,2048,128,64,0.0005,0.5965,0.552,"(1, 128)","(1, 64)",gcn_synthetic
4,gcn.aggregate_4,Linear,MM,2048,2048,64,0.9358,0.0208,0.0036,"(1, 2048)","(1, 64)",gcn_synthetic
4,gcn.output,Linear,MM,2048,64,7,0.5706,0.0984,0.6628,"(1, 64)","(1, 7)",gcn_synthetic
5,gcn.aggregate_1,Linear,MM,2048,2048,128,0.8386,0.0564,-0.0086,"(1, 2048)","(1, 128)",gcn_synthetic
5,gcn.transform_1,Linear,MM,2048,128,256,0.1462,0.3483,0.0249,"(1, 128)","(1, 256)",gcn_synthetic
5,gcn.aggregate_2,Linear,MM,2048,2048,256,0.8901,0.0866,-0.0274,"(1, 2048)","(1, 256)",gcn_synthetic
5,gcn.transform_2,Linear,MM,2048,256,128,0.4352,0.4643,0.2934,"(1, 256)","(1, 128)",gcn_synthetic
5,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9084,0.0297,0.0024,"(1, 2048)","(1, 128)",gcn_synthetic
5,gcn.transform_3,Linear,MM,2048,128,64,0.0915,0.5261,0.515,"(1, 128)","(1, 64)",gcn_synthetic
5,gcn.aggregate_4,Linear,MM,2048,2048,64,0.9113,0.0049,0.0162,"(1, 2048)","(1, 64)",gcn_synthetic
5,gcn.output,Linear,MM,2048,64,7,0.3498,0.0781,0.71,"(1, 64)","(1, 7)",gcn_synthetic
6,gcn.aggregate_1,Linear,MM,2048,2048,128,0.843,0.0306,-0.0151,"(1, 2048)","(1, 128)",gcn_synthetic
6,gcn.transform_1,Linear,MM,2048,128,256,0.133,0.5664,0.0064,"(1, 128)","(1, 256)",gcn_synthetic
6,gcn.aggregate_2,Linear,MM,2048,2048,256,0.9044,0.044,0.0304,"(1, 2048)","(1, 256)",gcn_synthetic
6,gcn.transform_2,Linear,MM,2048,256,128,0.4697,0.3255,0.2929,"(1, 256)","(1, 128)",gcn_synthetic
6,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9524,0.0815,0.0111,"(1, 2048)","(1, 128)",gcn_synthetic
6,gcn.transform_3,Linear,MM,2048,128,64,0.1501,0.4722,0.4958,"(1, 128)","(1, 64)",gcn_synthetic
6,gcn.aggregate_4,Linear,MM,2048,2048,64,0.9127,0.0079,0.0051,"(1, 2048)","(1, 64)",gcn_synthetic
6,gcn.output,Linear,MM,2048,64,7,0.573,0.0129,0.7057,"(1, 64)","(1, 7)",gcn_synthetic
7,gcn.aggregate_1,Linear,MM,2048,2048,128,0.8123,0.0138,-0.0282,"(1, 2048)","(1, 128)",gcn_synthetic
7,gcn.transform_1,Linear,MM,2048,128,256,0.1124,0.3367,-0.0375,"(1, 128)","(1, 256)",gcn_synthetic
7,gcn.aggregate_2,Linear,MM,2048,2048,256,0.8302,0.0812,0.0275,"(1, 2048)","(1, 256)",gcn_synthetic
7,gcn.transform_2,Linear,MM,2048,256,128,0.3022,0.4655,0.2971,"(1, 256)","(1, 128)",gcn_synthetic
7,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9839,0.0582,0.0133,"(1, 2048)","(1, 128)",gcn_synthetic
7,gcn.transform_3,Linear,MM,2048,128,64,0.0758,0.5005,0.482,"(1, 128)","(1, 64)",gcn_synthetic
7,gcn.aggregate_4,Linear,MM,2048,2048,64,0.8044,0.0636,-0.021,"(1, 2048)","(1, 64)",gcn_synthetic
7,gcn.output,Linear,MM,2048,64,7,0.4628,0.0067,0.6985,"(1, 64)","(1, 7)",gcn_synthetic
8,gcn.aggregate_1,Linear,MM,2048,2048,128,0.898,0.0996,0.0081,"(1, 2048)","(1, 128)",gcn_synthetic
8,gcn.transform_1,Linear,MM,2048,128,256,0.0205,0.51,0.0294,"(1, 128)","(1, 256)",gcn_synthetic
8,gcn.aggregate_2,Linear,MM,2048,2048,256,0.8992,0.0049,0.0019,"(1, 2048)","(1, 256)",gcn_synthetic
8,gcn.transform_2,Linear,MM,2048,256,128,0.4278,0.5365,0.3292,"(1, 256)","(1, 128)",gcn_synthetic
8,gcn.aggregate_3,Linear,MM,2048,2048,128,0.937,0.0481,-0.011,"(1, 2048)","(1, 128)",gcn_synthetic
8,gcn.transform_3,Linear,MM,2048,128,64,0.1691,0.3561,0.4804,"(1, 128)","(1, 64)",gcn_synthetic
8,gcn.aggregate_4,Linear,MM,2048,2048,64,0.8626,0.0989,0.004,"(1, 2048)","(1, 64)",gcn_synthetic
8,gcn.output,Linear,MM,2048,64,7,0.5755,0.0091,0.6975,"(1, 64)","(1, 7)",gcn_synthetic
9,gcn.aggregate_1,Linear,MM,2048,2048,128,0.8695,0.0502,-0.0054,"(1, 2048)","(1, 128)",gcn_synthetic
9,gcn.transform_1,Linear,MM,2048,128,256,0.0483,0.3287,-0.0022,"(1, 128)","(1, 256)",gcn_synthetic
9,gcn.aggregate_2,Linear,MM,2048,2048,256,0.8357,0.0808,0.044,"(1, 2048)","(1, 256)",gcn_synthetic
9,gcn.transform_2,Linear,MM,2048,256,128,0.3017,0.4455,0.3138,"(1, 256)","(1, 128)",gcn_synthetic
9,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9889,0.0375,-0.0017,"(1, 2048)","(1, 128)",gcn_synthetic
9,gcn.transform_3,Linear,MM,2048,128,64,0.1926,0.4025,0.4817,"(1, 128)","(1, 64)",gcn_synthetic
9,gcn.aggregate_4,Linear,MM,2048,2048,64,0.9198,0.0799,-0.0055,"(1, 2048)","(1, 64)",gcn_synthetic
9,gcn.output,Linear,MM,2048,64,7,0.5147,0.0411,0.6717,"(1, 64)","(1, 7)",gcn_synthetic
10,gcn.aggregate_1,Linear,MM,2048,2048,128,0.8287,0.0967,0.0179,"(1, 2048)","(1, 128)",gcn_synthetic
10,gcn.transform_1,Linear,MM,2048,128,256,0.005,0.3801,0.0074,"(1, 128)","(1, 256)",gcn_synthetic
10,gcn.aggregate_2,Linear,MM,2048,2048,256,0.8753,0.0067,-0.0251,"(1, 2048)","(1, 256)",gcn_synthetic
10,gcn.transform_2,Linear,MM,2048,256,128,0.3316,0.3697,0.289,"(1, 256)","(1, 128)",gcn_synthetic
10,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9271,0.0634,-0.0173,"(1, 2048)","(1, 128)",gcn_synthetic
10,gcn.transform_3,Linear,MM,2048,128,64,0.0012,0.4097,0.4725,"(1, 128)","(1, 64)",gcn_synthetic
10,gcn.aggregate_4,Linear,MM,2048,2048,64,0.8801,0.0162,-0.032,"(1, 2048)","(1, 64)",gcn_synthetic
10,gcn.output,Linear,MM,2048,64,7,0.4896,0.0026,0.7151,"(1, 64)","(1, 7)",gcn_synthetic
11,gcn.aggregate_1,Linear,MM,2048,2048,128,0.9331,0.0016,0.0065,"(1, 2048)","(1, 128)",gcn_synthetic
11,gcn.transform_1,Linear,MM,2048,128,256,0.0092,0.5133,-0.0087,"(1, 128)","(1, 256)",gcn_synthetic
11,gcn.aggregate_2,Linear,MM,2048,2048,256,0.9457,0.0872,0.0206,"(1, 2048)","(1, 256)",gcn_synthetic
11,gcn.transform_2,Linear,MM,2048,256,128,0.4068,0.5789,0.2961,"(1, 256)","(1, 128)",gcn_synthetic
11,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9134,0.094,0.0058,"(1, 2048)","(1, 128)",gcn_synthetic
11,gcn.transform_3,Linear,MM,2048,128,64,0.0248,0.4789,0.5056,"(1, 128)","(1, 64)",gcn_synthetic
11,gcn.aggregate_4,Linear,MM,2048,2048,64,0.8025,0.0721,0.0087,"(1, 2048)","(1, 64)",gcn_synthetic
11,gcn.output,Linear,MM,2048,64,7,0.4091,0.054,0.6936,"(1, 64)","(1, 7)",gcn_synthetic
12,gcn.aggregate_1,Linear,MM,2048,2048,128,0.8852,0.0225,0.0373,"(1, 2048)","(1, 128)",gcn_synthetic
12,gcn.transform_1,Linear,MM,2048,128,256,0.0596,0.4256,0.0167,"(1, 128)","(1, 256)",gcn_synthetic
12,gcn.aggregate_2,Linear,MM,2048,2048,256,0.868,0.0932,0.0118,"(1, 2048)","(1, 256)",gcn_synthetic
12,gcn.transform_2,Linear,MM,2048,256,128,0.4668,0.4502,0.3023,"(1, 256)","(1, 128)",gcn_synthetic
12,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9003,0.0481,-0.0024,"(1, 2048)","(1, 128)",gcn_synthetic
12,gcn.transform_3,Linear,MM,2048,128,64,0.0745,0.5571,0.4883,"(1, 128)","(1, 64)",gcn_synthetic
12,gcn.aggregate_4,Linear,MM,2048,2048,64,0.804,0.092,0.0127,"(1, 2048)","(1, 64)",gcn_synthetic
12,gcn.output,Linear,MM,2048,64,7,0.4823,0.0812,0.7057,"(1, 64)","(1, 7)",gcn_synthetic
13,gcn.aggregate_1,Linear,MM,2048,2048,128,0.8503,0.035,0.0282,"(1, 2048)","(1, 128)",gcn_synthetic
13,gcn.transform_1,Linear,MM,2048,128,256,0.0739,0.3727,-0.0122,"(1, 128)","(1, 256)",gcn_synthetic
13,gcn.aggregate_2,Linear,MM,2048,2048,256,0.9407,0.0908,0.0253,"(1, 2048)","(1, 256)",gcn_synthetic
13,gcn.transform_2,Linear,MM,2048,256,128,0.3822,0.3618,0.2716,"(1, 256)","(1, 128)",gcn_synthetic
13,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9303,0.0327,-0.0304,"(1, 2048)","(1, 128)",gcn_synthetic
13,gcn.transform_3,Linear,MM,2048,128,64,0.0235,0.3903,0.4908,"(1, 128)","(1, 64)",gcn_synthetic
13,gcn.aggregate_4,Linear,MM,2048,2048,64,0.8218,0.0092,-0.0331,"(1, 2048)","(1, 64)",gcn_synthetic
13,gcn.output,Linear,MM,2048,64,7,0.4694,0.0191,0.7251,"(1, 64)","(1, 7)",gcn_synthetic
14,gcn.aggregate_1,Linear,MM,2048,2048,128,0.9015,0.0216,0.0191,"(1, 2048)","(1, 128)",gcn_synthetic
14,gcn.transform_1,Linear,MM,2048,128,256,0.1119,0.4005,-0.0176,"(1, 128)","(1, 256)",gcn_synthetic
14,gcn.aggregate_2,Linear,MM,2048,2048,256,0.8814,0.0694,0.0032,"(1, 2048)","(1, 256)",gcn_synthetic
14,gcn.transform_2,Linear,MM,2048,256,128,0.3698,0.524,0.3164,"(1, 256)","(1, 128)",gcn_synthetic
14,gcn.aggregate_3,Linear,MM,2048,2048,128,0.97,0.02,-0.0029,"(1, 2048)","(1, 128)",gcn_synthetic
14,gcn.transform_3,Linear,MM,2048,128,64,0.156,0.3712,0.5263,"(1, 128)","(1, 64)",gcn_synthetic
14,gcn.aggregate_4,Linear,MM,2048,2048,64,0.8499,0.0954,0.0235,"(1, 2048)","(1, 64)",gcn_synthetic
14,gcn.output,Linear,MM,2048,64,7,0.5065,0.0204,0.7136,"(1, 64)","(1, 7)",gcn_synthetic
15,gcn.aggregate_1,Linear,MM,2048,2048,128,0.8706,0.0809,-0.005,"(1, 2048)","(1, 128)",gcn_synthetic
15,gcn.transform_1,Linear,MM,2048,128,256,0.1889,0.4474,-0.0134,"(1, 128)","(1, 256)",gcn_synthetic
15,gcn.aggregate_2,Linear,MM,2048,2048,256,0.8405,0.036,-0.0075,"(1, 2048)","(1, 256)",gcn_synthetic
15,gcn.transform_2,Linear,MM,2048,256,128,0.3654,0.5537,0.2724,"(1, 256)","(1, 128)",gcn_synthetic
15,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9411,0.028,-0.0039,"(1, 2048)","(1, 128)",gcn_synthetic
15,gcn.transform_3,Linear,MM,2048,128,64,0.1819,0.313,0.509,"(1, 128)","(1, 64)",gcn_synthetic
15,gcn.aggregate_4,Linear,MM,2048,2048,64,0.9061,0.0484,-0.0104,"(1, 2048)","(1, 64)",gcn_synthetic
15,gcn.output,Linear,MM,2048,64,7,0.3122,0.0333,0.6988,"(1, 64)","(1, 7)",gcn_synthetic
16,gcn.aggregate_1,Linear,MM,2048,2048,128,0.9421,0.0618,0.0268,"(1, 2048)","(1, 128)",gcn_synthetic
16,gcn.transform_1,Linear,MM,2048,128,256,0.0412,0.3495,-0.0314,"(1, 128)","(1, 256)",gcn_synthetic
16,gcn.aggregate_2,Linear,MM,2048,2048,256,0.8543,0.0863,-0.0379,"(1, 2048)","(1, 256)",gcn_synthetic
16,gcn.transform_2,Linear,MM,2048,256,128,0.5851,0.5448,0.3018,"(1, 256)","(1, 128)",gcn_synthetic
16,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9291,0.0972,-0.0007,"(1, 2048)","(1, 128)",gcn_synthetic
16,gcn.transform_3,Linear,MM,2048,128,64,0.1312,0.4217,0.5036,"(1, 128)","(1, 64)",gcn_synthetic
16,gcn.aggregate_4,Linear,MM,2048,2048,64,0.8386,0.0083,-0.018,"(1, 2048)","(1, 64)",gcn_synthetic
16,gcn.output,Linear,MM,2048,64,7,0.4196,0.0185,0.6814,"(1, 64)","(1, 7)",gcn_synthetic
17,gcn.aggregate_1,Linear,MM,2048,2048,128,0.9431,0.0103,-0.0192,"(1, 2048)","(1, 128)",gcn_synthetic
17,gcn.transform_1,Linear,MM,2048,128,256,0.0847,0.4116,0.0411,"(1, 128)","(1, 256)",gcn_synthetic
17,gcn.aggregate_2,Linear,MM,2048,2048,256,0.9302,0.028,-0.0083,"(1, 2048)","(1, 256)",gcn_synthetic
17,gcn.transform_2,Linear,MM,2048,256,128,0.457,0.3327,0.3135,"(1, 256)","(1, 128)",gcn_synthetic
17,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9084,0.0837,0.0349,"(1, 2048)","(1, 128)",gcn_synthetic
17,gcn.transform_3,Linear,MM,2048,128,64,0.1886,0.3735,0.4806,"(1, 128)","(1, 64)",gcn_synthetic
17,gcn.aggregate_4,Linear,MM,2048,2048,64,0.802,0.0024,0.0084,"(1, 2048)","(1, 64)",gcn_synthetic
17,gcn.output,Linear,MM,2048,64,7,0.4402,0.0375,0.7041,"(1, 64)","(1, 7)",gcn_synthetic
18,gcn.aggregate_1,Linear,MM,2048,2048,128,0.8814,0.0859,-0.0242,"(1, 2048)","(1, 128)",gcn_synthetic
18,gcn.transform_1,Linear,MM,2048,128,256,0.1549,0.3404,0.0138,"(1, 128)","(1, 256)",gcn_synthetic
18,gcn.aggregate_2,Linear,MM,2048,2048,256,0.8248,0.0613,0.0158,"(1, 2048)","(1, 256)",gcn_synthetic
18,gcn.transform_2,Linear,MM,2048,256,128,0.4049,0.3832,0.2798,"(1, 256)","(1, 128)",gcn_synthetic
18,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9899,0.0041,-0.0069,"(1, 2048)","(1, 128)",gcn_synthetic
18,gcn.transform_3,Linear,MM,2048,128,64,0.152,0.369,0.5022,"(1, 128)","(1, 64)",gcn_synthetic
18,gcn.aggregate_4,Linear,MM,2048,2048,64,0.8135,0.0648,0.0178,"(1, 2048)","(1, 64)",gcn_synthetic
18,gcn.output,Linear,MM,2048,64,7,0.3156,0.0294,0.7232,"(1, 64)","(1, 7)",gcn_synthetic
19,gcn.aggregate_1,Linear,MM,2048,2048,128,0.8677,0.0287,-0.0058,"(1, 2048)","(1, 128)",gcn_synthetic
19,gcn.transform_1,Linear,MM,2048,128,256,0.1224,0.5965,0.0049,"(1, 128)","(1, 256)",gcn_synthetic
19,gcn.aggregate_2,Linear,MM,2048,2048,256,0.9354,0.0222,0.0307,"(1, 2048)","(1, 256)",gcn_synthetic
19,gcn.transform_2,Linear,MM,2048,256,128,0.3638,0.4177,0.2894,"(1, 256)","(1, 128)",gcn_synthetic
19,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9766,0.0128,-0.0002,"(1, 2048)","(1, 128)",gcn_synthetic
19,gcn.transform_3,Linear,MM,2048,128,64,0.0852,0.3917,0.5195,"(1, 128)","(1, 64)",gcn_synthetic
19,gcn.aggregate_4,Linear,MM,2048,2048,64,0.9375,0.0518,0.0077,"(1, 2048)","(1, 64)",gcn_synthetic
19,gcn.output,Linear,MM,2048,64,7,0.5767,0.0303,0.7065,"(1, 64)","(1, 7)",gcn_synthetic
20,gcn.aggregate_1,Linear,MM,2048,2048,128,0.851,0.0595,0.0146,"(1, 2048)","(1, 128)",gcn_synthetic
20,gcn.transform_1,Linear,MM,2048,128,256,0.0795,0.4433,-0.002,"(1, 128)","(1, 256)",gcn_synthetic
20,gcn.aggregate_2,Linear,MM,2048,2048,256,0.8926,0.0405,-0.0138,"(1, 2048)","(1, 256)",gcn_synthetic
20,gcn.transform_2,Linear,MM,2048,256,128,0.3443,0.3853,0.2783,"(1, 256)","(1, 128)",gcn_synthetic
20,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9701,0.0523,-0.0117,"(1, 2048)","(1, 128)",gcn_synthetic
20,gcn.transform_3,Linear,MM,2048,128,64,0.1322,0.4135,0.5031,"(1, 128)","(1, 64)",gcn_synthetic
20,gcn.aggregate_4,Linear,MM,2048,2048,64,0.8204,0.0564,0.0181,"(1, 2048)","(1, 64)",gcn_synthetic
20,gcn.output,Linear,MM,2048,64,7,0.3743,0.0525,0.724,"(1, 64)","(1, 7)",gcn_synthetic
21,gcn.aggregate_1,Linear,MM,2048,2048,128,0.8806,0.0717,0.0234,"(1, 2048)","(1, 128)",gcn_synthetic
21,gcn.transform_1,Linear,MM,2048,128,256,0.1256,0.3115,-0.011,"(1, 128)","(1, 256)",gcn_synthetic
21,gcn.aggregate_2,Linear,MM,2048,2048,256,0.882,0.0862,-0.0251,"(1, 2048)","(1, 256)",gcn_synthetic
21,gcn.transform_2,Linear,MM,2048,256,128,0.4531,0.5271,0.3052,"(1, 256)","(1, 128)",gcn_synthetic
21,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9099,0.0817,0.0026,"(1, 2048)","(1, 128)",gcn_synthetic
21,gcn.transform_3,Linear,MM,2048,128,64,0.0771,0.3746,0.4747,"(1, 128)","(1, 64)",gcn_synthetic
21,gcn.aggregate_4,Linear,MM,2048,2048,64,0.8971,0.0037,0.0033,"(1, 2048)","(1, 64)",gcn_synthetic
21,gcn.output,Linear,MM,2048,64,7,0.5627,0.0521,0.732,"(1, 64)","(1, 7)",gcn_synthetic
22,gcn.aggregate_1,Linear,MM,2048,2048,128,0.8053,0.0144,-0.0008,"(1, 2048)","(1, 128)",gcn_synthetic
22,gcn.transform_1,Linear,MM,2048,128,256,0.0884,0.3955,0.029,"(1, 128)","(1, 256)",gcn_synthetic
22,gcn.aggregate_2,Linear,MM,2048,2048,256,0.8427,0.0966,0.0197,"(1, 2048)","(1, 256)",gcn_synthetic
22,gcn.transform_2,Linear,MM,2048,256,128,0.4944,0.5575,0.2966,"(1, 256)","(1, 128)",gcn_synthetic
22,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9767,0.0956,0.0189,"(1, 2048)","(1, 128)",gcn_synthetic
22,gcn.transform_3,Linear,MM,2048,128,64,0.1466,0.4816,0.5123,"(1, 128)","(1, 64)",gcn_synthetic
22,gcn.aggregate_4,Linear,MM,2048,2048,64,0.9076,0.0716,0.0004,"(1, 2048)","(1, 64)",gcn_synthetic
22,gcn.output,Linear,MM,2048,64,7,0.5378,0.0243,0.6884,"(1, 64)","(1, 7)",gcn_synthetic
23,gcn.aggregate_1,Linear,MM,2048,2048,128,0.8698,0.0435,-0.0193,"(1, 2048)","(1, 128)",gcn_synthetic
23,gcn.transform_1,Linear,MM,2048,128,256,0.1051,0.4339,-0.005,"(1, 128)","(1, 256)",gcn_synthetic
23,gcn.aggregate_2,Linear,MM,2048,2048,256,0.8995,0.0549,0.0212,"(1, 2048)","(1, 256)",gcn_synthetic
23,gcn.transform_2,Linear,MM,2048,256,128,0.588,0.563,0.3206,"(1, 256)","(1, 128)",gcn_synthetic
23,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9421,0.0626,-0.0301,"(1, 2048)","(1, 128)",gcn_synthetic
23,gcn.transform_3,Linear,MM,2048,128,64,0.0753,0.3312,0.4954,"(1, 128)","(1, 64)",gcn_synthetic
23,gcn.aggregate_4,Linear,MM,2048,2048,64,0.9,0.0192,0.0103,"(1, 2048)","(1, 64)",gcn_synthetic
23,gcn.output,Linear,MM,2048,64,7,0.3095,0.0152,0.6995,"(1, 64)","(1, 7)",gcn_synthetic
24,gcn.aggregate_1,Linear,MM,2048,2048,128,0.8448,0.0942,0.015,"(1, 2048)","(1, 128)",gcn_synthetic
24,gcn.transform_1,Linear,MM,2048,128,256,0.1761,0.4174,0.0014,"(1, 128)","(1, 256)",gcn_synthetic
24,gcn.aggregate_2,Linear,MM,2048,2048,256,0.8985,0.0647,-0.0198,"(1, 2048)","(1, 256)",gcn_synthetic
24,gcn.transform_2,Linear,MM,2048,256,128,0.44,0.379,0.2893,"(1, 256)","(1, 128)",gcn_synthetic
24,gcn.aggregate_3,Linear,MM,2048,2048,128,0.932,0.0954,0.0386,"(1, 2048)","(1, 128)",gcn_synthetic
24,gcn.transform_3,Linear,MM,2048,128,64,0.0672,0.5988,0.4919,"(1, 128)","(1, 64)",gcn_synthetic
24,gcn.aggregate_4,Linear,MM,2048,2048,64,0.8988,0.0196,0.003,"(1, 2048)","(1, 64)",gcn_synthetic
24,gcn.output,Linear,MM,2048,64,7,0.3051,0.0226,0.711,"(1, 64)","(1, 7)",gcn_synthetic
25,gcn.aggregate_1,Linear,MM,2048,2048,128,0.9202,0.0875,-0.0424,"(1, 2048)","(1, 128)",gcn_synthetic
25,gcn.transform_1,Linear,MM,2048,128,256,0.0548,0.3351,-0.0145,"(1, 128)","(1, 256)",gcn_synthetic
25,gcn.aggregate_2,Linear,MM,2048,2048,256,0.8174,0.0953,-0.009,"(1, 2048)","(1, 256)",gcn_synthetic
25,gcn.transform_2,Linear,MM,2048,256,128,0.3621,0.4967,0.3083,"(1, 256)","(1, 128)",gcn_synthetic
25,gcn.aggregate_3,Linear,MM,2048,2048,128,0.9688,0.081,0.0093,"(1, 2048)","(1, 128)",gcn_synthetic
25,gcn.transform_3,Linear,MM,2048,128,64,0.1175,0.5902,0.4716,"(1, 128)","(1, 64)",gcn_synthetic
25,gcn.aggregate_4,Linear,MM,2048,2048,64,0.8987,0.0585,0.0318,"(1, 2048)","(1, 64)",gcn_synthetic
25,gcn.output,Linear,MM,2048,64,7,0.3318,0.0002,0.7023,"(1, 64)","(1, 7)",gcn_synthetic
26,gcn.aggregate_1,Linear,MM,2048,2048,128,0.9429,0.0499,-0.0223,"(1, 2048)","(1, 128)",gcn_synthetic
26,gcn.transform_1,Linear,MM,2048,128,256,0.1608,0.4147,-0.029,"(1, 128)","(1, 256)",gcn_synthetic
26,gcn.aggregate_2,Linear,MM,2048,2048,256,0.9155,0.044,-0.0558,"(1, 2048)","(1, 256)",gcn_synthetic
