input_idx,layer_name,layer_type,op_type,M,K,P,input_sparsity,output_sparsity,weight_sparsity,input_shape,output_shape,model_name
1,stress_layer_3,Linear,MM,256,512,128,0.0376,0.0273,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_4,Linear,MM,256,512,128,0.0831,0.0277,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_5,Linear,MM,256,512,128,0.6939,0.4393,0.75,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_6,Linear,MM,256,512,128,0.0606,0.0744,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_7,Linear,MM,256,512,128,0.0709,0.0391,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_8,Linear,MM,256,512,128,0.0653,0.0934,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_9,Linear,MM,256,512,128,0.0836,0.0536,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_10,Linear,MM,256,512,128,0.0955,0.0095,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_11,Linear,MM,256,512,128,0.6734,0.4103,0.75,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_12,Linear,MM,256,512,128,0.089,0.112,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_13,Linear,MM,256,512,128,0.0208,0.0732,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_14,Linear,MM,256,512,128,0.0591,0.1306,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_15,Linear,MM,256,512,128,0.0799,0.1432,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_16,Linear,MM,256,512,128,0.0173,0.016,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_17,Linear,MM,256,512,128,0.6254,0.3749,0.75,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_18,Linear,MM,256,512,128,0.0652,0.103,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_19,Linear,MM,256,512,128,0.0476,0.0999,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_20,Linear,MM,256,512,128,0.0954,0.0272,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_21,Linear,MM,256,512,128,0.07,0.0671,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_22,Linear,MM,256,512,128,0.0525,0.0139,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_23,Linear,MM,256,512,128,0.6344,0.4827,0.75,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_24,Linear,MM,256,512,128,0.0332,0.1453,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_25,Linear,MM,256,512,128,0.0174,0.0084,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_26,Linear,MM,256,512,128,0.0061,0.117,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_27,Linear,MM,256,512,128,0.0565,0.0203,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_28,Linear,MM,256,512,128,0.0483,0.0985,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_29,Linear,MM,256,512,128,0.6868,0.4086,0.75,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_30,Linear,MM,256,512,128,0.0284,0.0328,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_31,Linear,MM,256,512,128,0.0742,0.0746,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_32,Linear,MM,256,512,128,0.0166,0.1439,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_33,Linear,MM,256,512,128,0.0359,0.0601,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_34,Linear,MM,256,512,128,0.0686,0.1401,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_35,Linear,MM,256,512,128,0.577,0.3703,0.75,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_36,Linear,MM,256,512,128,0.0372,0.0257,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_37,Linear,MM,256,512,128,0.0178,0.0963,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_38,Linear,MM,256,512,128,0.0975,0.011,0.0,"(1, 512)","(1, 128)",dp_stress
1,stress_layer_39,Linear,MM,256,512,128,0.0131,0.1226,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_0,Linear,MM,256,512,128,0.078,0.147,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_1,Linear,MM,256,512,128,0.021,0.1402,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_2,Linear,MM,256,512,128,0.0124,0.1047,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_3,Linear,MM,256,512,128,0.0915,0.0783,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_4,Linear,MM,256,512,128,0.0399,0.1159,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_5,Linear,MM,256,512,128,0.6647,0.4904,0.75,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_6,Linear,MM,256,512,128,0.0068,0.0288,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_7,Linear,MM,256,512,128,0.0785,0.1014,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_8,Linear,MM,256,512,128,0.0271,0.0003,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_9,Linear,MM,256,512,128,0.0594,0.123,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_10,Linear,MM,256,512,128,0.0461,0.0987,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_11,Linear,MM,256,512,128,0.6033,0.4913,0.75,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_12,Linear,MM,256,512,128,0.0821,0.0598,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_13,Linear,MM,256,512,128,0.0893,0.0404,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_14,Linear,MM,256,512,128,0.0543,0.0379,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_15,Linear,MM,256,512,128,0.0529,0.0732,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_16,Linear,MM,256,512,128,0.0978,0.0774,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_17,Linear,MM,256,512,128,0.5606,0.3439,0.75,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_18,Linear,MM,256,512,128,0.0559,0.0575,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_19,Linear,MM,256,512,128,0.0856,0.0088,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_20,Linear,MM,256,512,128,0.0087,0.0752,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_21,Linear,MM,256,512,128,0.0366,0.1117,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_22,Linear,MM,256,512,128,0.0104,0.1439,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_23,Linear,MM,256,512,128,0.6368,0.3083,0.75,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_24,Linear,MM,256,512,128,0.0084,0.0954,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_25,Linear,MM,256,512,128,0.0775,0.043,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_26,Linear,MM,256,512,128,0.0299,0.0406,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_27,Linear,MM,256,512,128,0.0279,0.0116,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_28,Linear,MM,256,512,128,0.0541,0.0008,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_29,Linear,MM,256,512,128,0.6483,0.4687,0.75,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_30,Linear,MM,256,512,128,0.0108,0.04,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_31,Linear,MM,256,512,128,0.0161,0.0839,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_32,Linear,MM,256,512,128,0.0955,0.0287,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_33,Linear,MM,256,512,128,0.0936,0.0771,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_34,Linear,MM,256,512,128,0.0258,0.1167,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_35,Linear,MM,256,512,128,0.5687,0.3642,0.75,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_36,Linear,MM,256,512,128,0.0831,0.0337,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_37,Linear,MM,256,512,128,0.0146,0.0361,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_38,Linear,MM,256,512,128,0.0183,0.0402,0.0,"(1, 512)","(1, 128)",dp_stress
2,stress_layer_39,Linear,MM,256,512,128,0.035,0.123,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_0,Linear,MM,256,512,128,0.0316,0.1259,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_1,Linear,MM,256,512,128,0.0038,0.0869,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_2,Linear,MM,256,512,128,0.0593,0.089,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_3,Linear,MM,256,512,128,0.0652,0.134,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_4,Linear,MM,256,512,128,0.0202,0.0061,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_5,Linear,MM,256,512,128,0.5675,0.413,0.75,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_6,Linear,MM,256,512,128,0.0731,0.1228,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_7,Linear,MM,256,512,128,0.083,0.017,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_8,Linear,MM,256,512,128,0.0495,0.1486,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_9,Linear,MM,256,512,128,0.0391,0.1331,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_10,Linear,MM,256,512,128,0.051,0.0709,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_11,Linear,MM,256,512,128,0.5105,0.4219,0.75,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_12,Linear,MM,256,512,128,0.0084,0.0631,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_13,Linear,MM,256,512,128,0.0066,0.0893,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_14,Linear,MM,256,512,128,0.0865,0.1025,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_15,Linear,MM,256,512,128,0.0057,0.1109,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_16,Linear,MM,256,512,128,0.0881,0.1469,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_17,Linear,MM,256,512,128,0.6202,0.3243,0.75,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_18,Linear,MM,256,512,128,0.0932,0.1066,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_19,Linear,MM,256,512,128,0.0365,0.0431,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_20,Linear,MM,256,512,128,0.0628,0.0521,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_21,Linear,MM,256,512,128,0.0941,0.0123,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_22,Linear,MM,256,512,128,0.0456,0.0723,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_23,Linear,MM,256,512,128,0.5361,0.4417,0.75,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_24,Linear,MM,256,512,128,0.0044,0.0782,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_25,Linear,MM,256,512,128,0.0755,0.1189,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_26,Linear,MM,256,512,128,0.0023,0.0197,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_27,Linear,MM,256,512,128,0.0441,0.0991,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_28,Linear,MM,256,512,128,0.0365,0.0599,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_29,Linear,MM,256,512,128,0.557,0.3244,0.75,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_30,Linear,MM,256,512,128,0.092,0.1385,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_31,Linear,MM,256,512,128,0.048,0.0074,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_32,Linear,MM,256,512,128,0.0357,0.0484,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_33,Linear,MM,256,512,128,0.0888,0.1339,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_34,Linear,MM,256,512,128,0.0325,0.0449,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_35,Linear,MM,256,512,128,0.5617,0.3727,0.75,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_36,Linear,MM,256,512,128,0.0499,0.1135,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_37,Linear,MM,256,512,128,0.0969,0.033,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_38,Linear,MM,256,512,128,0.0689,0.012,0.0,"(1, 512)","(1, 128)",dp_stress
3,stress_layer_39,Linear,MM,256,512,128,0.0581,0.0935,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_0,Linear,MM,256,512,128,0.056,0.12,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_1,Linear,MM,256,512,128,0.0308,0.0085,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_2,Linear,MM,256,512,128,0.0715,0.1365,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_3,Linear,MM,256,512,128,0.0313,0.0226,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_4,Linear,MM,256,512,128,0.05,0.016,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_5,Linear,MM,256,512,128,0.566,0.3362,0.75,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_6,Linear,MM,256,512,128,0.0055,0.0015,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_7,Linear,MM,256,512,128,0.0981,0.1084,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_8,Linear,MM,256,512,128,0.0388,0.0787,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_9,Linear,MM,256,512,128,0.0661,0.0132,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_10,Linear,MM,256,512,128,0.0827,0.0454,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_11,Linear,MM,256,512,128,0.5819,0.3194,0.75,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_12,Linear,MM,256,512,128,0.0375,0.1125,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_13,Linear,MM,256,512,128,0.0243,0.0029,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_14,Linear,MM,256,512,128,0.0726,0.1378,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_15,Linear,MM,256,512,128,0.0427,0.1462,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_16,Linear,MM,256,512,128,0.0058,0.1102,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_17,Linear,MM,256,512,128,0.6212,0.4855,0.75,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_18,Linear,MM,256,512,128,0.0752,0.0139,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_19,Linear,MM,256,512,128,0.0217,0.0014,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_20,Linear,MM,256,512,128,0.0091,0.0911,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_21,Linear,MM,256,512,128,0.0075,0.1124,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_22,Linear,MM,256,512,128,0.0959,0.1266,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_23,Linear,MM,256,512,128,0.6843,0.3979,0.75,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_24,Linear,MM,256,512,128,0.0479,0.0073,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_25,Linear,MM,256,512,128,0.0785,0.0537,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_26,Linear,MM,256,512,128,0.0998,0.0998,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_27,Linear,MM,256,512,128,0.0651,0.0399,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_28,Linear,MM,256,512,128,0.0443,0.1243,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_29,Linear,MM,256,512,128,0.656,0.3687,0.75,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_30,Linear,MM,256,512,128,0.0163,0.0273,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_31,Linear,MM,256,512,128,0.0053,0.0376,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_32,Linear,MM,256,512,128,0.0984,0.0459,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_33,Linear,MM,256,512,128,0.0216,0.1253,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_34,Linear,MM,256,512,128,0.0485,0.0558,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_35,Linear,MM,256,512,128,0.6006,0.3754,0.75,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_36,Linear,MM,256,512,128,0.0652,0.0447,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_37,Linear,MM,256,512,128,0.0797,0.0516,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_38,Linear,MM,256,512,128,0.0012,0.0362,0.0,"(1, 512)","(1, 128)",dp_stress
4,stress_layer_39,Linear,MM,256,512,128,0.035,0.0308,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_0,Linear,MM,256,512,128,0.077,0.1087,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_1,Linear,MM,256,512,128,0.019,0.0738,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_2,Linear,MM,256,512,128,0.0336,0.1155,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_3,Linear,MM,256,512,128,0.0001,0.0824,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_4,Linear,MM,256,512,128,0.0474,0.0837,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_5,Linear,MM,256,512,128,0.6094,0.3628,0.75,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_6,Linear,MM,256,512,128,0.0421,0.001,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_7,Linear,MM,256,512,128,0.0002,0.0516,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_8,Linear,MM,256,512,128,0.0009,0.0482,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_9,Linear,MM,256,512,128,0.0972,0.0882,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_10,Linear,MM,256,512,128,0.0313,0.0273,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_11,Linear,MM,256,512,128,0.6816,0.4202,0.75,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_12,Linear,MM,256,512,128,0.0169,0.0939,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_13,Linear,MM,256,512,128,0.0657,0.0069,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_14,Linear,MM,256,512,128,0.0437,0.0181,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_15,Linear,MM,256,512,128,0.0769,0.1237,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_16,Linear,MM,256,512,128,0.0544,0.075,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_17,Linear,MM,256,512,128,0.5959,0.4007,0.75,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_18,Linear,MM,256,512,128,0.0773,0.0765,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_19,Linear,MM,256,512,128,0.0348,0.0969,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_20,Linear,MM,256,512,128,0.074,0.1096,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_21,Linear,MM,256,512,128,0.0354,0.0826,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_22,Linear,MM,256,512,128,0.0264,0.1335,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_23,Linear,MM,256,512,128,0.6401,0.3494,0.75,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_24,Linear,MM,256,512,128,0.0549,0.0848,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_25,Linear,MM,256,512,128,0.0772,0.0193,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_26,Linear,MM,256,512,128,0.0287,0.0531,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_27,Linear,MM,256,512,128,0.0213,0.1255,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_28,Linear,MM,256,512,128,0.0118,0.1137,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_29,Linear,MM,256,512,128,0.5313,0.4687,0.75,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_30,Linear,MM,256,512,128,0.0922,0.0649,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_31,Linear,MM,256,512,128,0.0429,0.0395,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_32,Linear,MM,256,512,128,0.052,0.0615,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_33,Linear,MM,256,512,128,0.007,0.1284,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_34,Linear,MM,256,512,128,0.0487,0.0731,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_35,Linear,MM,256,512,128,0.5394,0.3662,0.75,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_36,Linear,MM,256,512,128,0.0566,0.0503,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_37,Linear,MM,256,512,128,0.0803,0.1495,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_38,Linear,MM,256,512,128,0.0179,0.0951,0.0,"(1, 512)","(1, 128)",dp_stress
5,stress_layer_39,Linear,MM,256,512,128,0.0676,0.0334,0.0,"(1, 512)","(1, 128)",dp_stress
